Christina Wyss Eriksson
Mary Collier
Laura Ingalls Wilder
Renee Graef
Laura Ingalls Wilder
Garth Williams
Laura Ingalls Wilder
Doris Ettlinger
Laura Ingalls Wilder
Renee Graef
Laura Ingalls Wilder
Garth Williams
Barbara M. Walker
Garth Williams
Laura Ingalls Wilder
Garth Williams
Rose Wilder Lane
Laura Ingalls Wilder
Garth Williams
David Burnie
David Burnie
Don E. Wilson
Melody Malmberg
Walt Disney Company
Sergio Ramirez
David Burnie
Peter K. Chadwick
David Burnie
Jeanne DuPrau
Karen Armstrong
Frank E. Peretti
Elizabeth Clare Prophet
Mary O'Neill
John Wallner
Simone de Beauvoir
H.M. Parshley
Margaret Crosland
Simone de Beauvoir
H.M. Parshley
Mary Daly
R.B. Bernstein
Thomas Jefferson
Dennis Brindell Fradin
Nancy Harrison
John   O'Brien
Monty Roberts
Lucy Grealy
Lawrence Scanlan
Dick Francis
Dick Francis
Dick Francis
Dick Francis
Dick Francis
Dick Francis
Dick Francis
Dick Francis
Dick Francis
Dick Francis
Dick Francis
Dick Francis
Dick Francis
Dick Francis
Dick Francis
Dick Francis
Dick Francis
Dick Francis
Dick Francis
Dick Francis
Dick Francis
Dick Francis
Dick Francis
Dick Francis
Dick Francis
Dick Francis
Dick Francis
John Welcome
Dick Francis
Dick Francis
Lynne Truss
Bonnie Timmons
Lynne Truss
Ian Hemphill
Kate Hemphill
Patrick O'Brian
Tom McGregor
Patrick O'Brian
Simon Vance
Karen Hawkins
Timothy D. Taylor
Timothy  Taylor
Mary Lawson
Orson Scott Card
Piotr W. Cholewa
John Dickson Carr
Daniel Stashower
Arthur Conan Doyle
Philip Gooden
Arthur Conan Doyle
Javier Gomez Rea
Tom Robbins
Anthony Robbins
Kenneth H. Blanchard
Jason Winters
Edward C. Klatt
Vinay   Kumar
Tom Robbins
Tom Robbins
Douglas Adams
Douglas Adams
Douglas Adams
Martin  Freeman
Terry Jones
Marie-Catherine Caillava
Douglas Adams
Douglas Adams
Helene Greven-Borde
Gore Vidal
Al Gore
Gore Vidal
Gore Vidal
Gore Vidal
Ruth Reichl
Ruth Reichl
Nikos Kazantzakis
Peter A. Bien
Leslie Kelly
Val McDermid
Nikos Kazantzakis
Peter A. Bien
Waris Dirie
Jeanne D'Haem
Waris Dirie
Cathleen Miller
Waris Dirie
Corinna Milborn
Sheelagh Alabaster
Waris Dirie
Jeanne d' Haem
Joanna Strange
W.F. Deedes
Sue Ryan
Alex Garland
Tony Hawks
Andrew O'Hagan
Irvine Welsh
Giles Foden
Victoria Glendinning
Nora Ephron
Susan  Jeffers
Jennifer Quasha
Deni Brown
Dawn Sirett
Jamie Lee Curtis
Laura Cornell
Anne Millard
Nancy Cote
Cornelia Maude Spelman
Julie Aigner-Clark
Nadeem Zaidi
Corinne Hofmann
Peter Millar
Luis Sepulveda
Chris Sheban
Margaret Sayers Peden
Dave Eggers
Maria Victoria Alonso Blanco
Thornton W. Burgess
Louis Agassiz Fuertes
Thornton W. Burgess
Louis Agassiz Fuertes
Thornton W. Burgess
Thea Kliros
Harrison Cady
Anthony Burgess
Anthony Burgess
Blake Morrison
Anthony Burgess
Anthony Burgess
Anthony Burgess
Anthony Burgess
Anthony Burgess
Anthony Burgess
Ben Elton
Ben Elton
Stacy Schiff
Antoine de Saint-Exupery
Antoine de Saint-Exupery
William Shakespeare
William Shakespeare
Alan Durband
M.C. Beaton
M.C. Beaton
M.C. Beaton
Alex Went
M.C. Beaton
James Shapiro
Celeste Davidson Mannis
John   O'Brien
Pierre Boulle
Xan Fielding
William T. Quick
Ian Edginton
William T. Quick
William Arrow
William Arrow
Ian Edginton
David Gerrold
John William Corrington
Joyce Hooper Corrington
Max Brooks
H.G. Wells
Arthur C. Clarke
Martin  Gilbert
James L. Stokesbury
H.G. Wells
H.G. Wells
H.G. Wells
Arthur Conan Doyle
Anne Perry
Sidney Paget
Arthur Conan Doyle
David Timson
Arthur Conan Doyle
Pam Smy
Malvina G. Vogel
Arthur Conan Doyle
Jamie Oliver
David Loftus
Chris Terry
Jamie Oliver
Marion Deuchars
David Loftus
Chris Terry
Darren Shan
Rodman Philbrick
Stefan Fatsis
Darren Shan
D.C. Talk
The Voice of the Martyrs
Darren Shan
Rebecca St. James
Mary E. DeMuth
Tracey Lawrence
Elizabeth Jusino
Randy Cerveny
Robert Bogdan
D.C. Talk
Steve  Miller
Andre Duza
Sakurako Gokurakuin
Lindsey Johnston
Kate Bornstein
Sara Quin
David Rakoff
Tucker Max
David Sedaris
Slawomir Rawicz
Richard Bachman
Stephen King
Nelson Mandela
Kofi Annan
Danny Glover
Nancy M. Armstrong
Paulette Livers-Lambert
Erik Larson
Erik Larson
Marc Bloch
Peter Putnam
Joseph Reese Strayer
William Holdsworth
Richard Hofstadter
Edward Countryman
Elizabeth Kostova
Paul Michael
Justine Eyre
Robert B. Baer
Peter Robinson
East Bay M. U. D. Staff
Nora Harlow
Jill M. Singleton
Barrie D. Coate
Kristine Sandoe
Leah Bendavid-Val
National Geographic Society
Bill Hurter
J.D. Robb
Jeff   Smith
Oscar Wilde
Michel Etienne
Daniel Mortier
Oscar Wilde
Elizabeth  Gray
Oscar Wilde
Donald L. Lawler
Oscar Wilde
Michael Gillespie
Oscar Wilde
Joseph Bristow
Usamah ibn Munqidh
Philip Khuri Hitti
Richard W. Bulliet
Gail Grant
Eliza Gaynor Minden
John Green
Caroline Denzler
Peter Martins
Paul Kolnik
Richard Corman
Howard  Kaplan
Barbara  Newman
Gill Tomblin
Darcey Bussell
Alexandra Moss
Veronica Bennett
Alexandra Moss
Jane Yolen
Alexandra Moss
George Balanchine
Francis Mason
Scott Speck
Evelyn Cisneros
Adele Geras
Shelagh McNicholas
Adele Geras
Carol Lee
Katharine Holabird
Helen Craig
Janice Ross
Allan Ulrich
Brigitte Lefevre
Susan Au
John White
Jahnna N. Malcolm
Jahnna N. Malcolm
Jahnna N. Malcolm
Henry Miller
Nicholas Evans
Isabel Allende
Marian Keyes
Marian Keyes
Marian Keyes
Marian Keyes
Marian Keyes
Marian Keyes
Marian Keyes
Hiromu Arakawa
Akira Watanabe
Hiromu Arakawa
Akira Watanabe
Isabel Allende
Magda Botin
Isabel Allende
Madga Bogin
Christopher Hitchens
Frederick P. Lenz
Frederick P. Lenz
Jimmy Carter
Jimmy Carter
Jimmy Carter
Steven F. Hayward
Jimmy Carter
Jimmy Carter
Jimmy Carter
John Irving
Ayn Rand
Ayn Rand
Leonard Peikoff
Ayn Rand
Ayn Rand
Tom Robbins
Fannie Flagg
Stephen Nachmanovitch
Rupa Bajwa
Sophie Kinsella
Sophie Kinsella
Sophie Kinsella
Sophie Kinsella
Sophie Kinsella
Sophie Kinsella
Nuala O'Faolain
James T. Farrell
Charles Fanning
John  Miller
Stuart Dybek
Aristotle
Richard Peter McKeon
C.D.C. Reeve
Soren Kierkegaard
Walter Lowrie
Miguel de Cervantes Saavedra
Stanley Appelbaum
Maya Angelou
Georg Wilhelm Friedrich Hegel
A.V. Miller
John Niemeyer Findlay
Georg Wilhelm Friedrich Hegel
Yirmiyahu Yovel
Martin Heidegger
Kenneth Maly
Parvis Emad
Plato
John M. Cooper
Benjamin Jowett
Dorothea Frede
Alexander Nehamas
Paul Woodruff
Anthony Kenny
Rosamond Kent Sprague
Nicholas D. Smith
Karen Bell
D.S. Hutchinson
Donald J. Zeyl
Francisco J. Gonzalez
Diskin Clay
Malcolm Schofield
Glenn R. Morrow
Jonathan Barnes
G.M.A. Grube
Brad Inwood
Mark Joyal
Jackson P. Hershbell
J.M. Edmonds
C.D.C. Reeve
Myles Burnyeat
Nicholas P. White
Mary Louise Gill
C.J. Rowe
Stanley Lombardo
David Gallop
Jeffrey Mitscherling
Richard D. McKiharan Jr.
Andrew S. Becker
Mark Reuter
M.J. Levett
Paul        Ryan
Christopher Biffle
Plato
Jenny Nimmo
Gertrude Chandler Warner
Marcel Proust
C.K. Scott Moncrieff
Terence Kilmartin
D.J. Enright
Miroslav Volf
Karen Kingsbury
Catherine Coulter
Eduardo Galeano
Cedric Belfrage
Mark Schafer
Jack Frost
William Stacy Johnson
Linda Lael Miller
John O'Donohue
Mark Behr
Amy Tan
Amy Tan
Claudia Conde
Julia Briggs
William Shakespeare
Garry Wills
Marjane Satrapi
Mattias Ripa
Marjane Satrapi
Anjali Singh
Marjane Satrapi
Marjane Satrapi
Anjali Singh
Carlos Ruiz Zafon
Lucia Graves
Dave Barry
Ridley Pearson
Greg Call
Orson Scott Card
Orson Scott Card
Julie Garwood
Robert Jordan
David Horowitz
Richard Poe
Michelle Sagara
Michelle Sagara West
Robert A. Johnson
Jun'ichiro Tanizaki
Thomas J. Harper
Edward G. Seidensticker
Elisabeth Elliot
Christine Feehan
Haruki Murakami
Alfred Birnbaum
Jay Rubin
Haruki Murakami
Philip Gabriel
David     Payne
Tom Robbins
Tom Robbins
Tom Robbins
Tom Robbins
Nikolaus Hansen
Tom Robbins
Pociao
Roberto de Hollanda
Tom Robbins
Pociao
Walter Hartmann
Kurt Vonnegut Jr.
Kurt Vonnegut Jr.
Kurt Vonnegut Jr.
Kurt Vonnegut Jr.
Kurt Vonnegut Jr.
Kurt Vonnegut Jr.
Kurt Vonnegut Jr.
Lee Stringer
Kurt Vonnegut Jr.
Kurt Vonnegut Jr.
Ivan Chermayeff
Kurt Vonnegut Jr.
Ray Bradbury
Ray Bradbury
Ray Bradbury
Ray Bradbury
Ray Bradbury
Dave McKean
Ray Bradbury
Ray Bradbury
Leo Dillon
Diane Dillon
Ray Bradbury
Dave Gibbons
Richard Corben
Mike Mignola
Sam Weller
Ray Bradbury
George Orwell
John Carey
George Orwell
George Orwell
Lionel Trilling
George Orwell
George Orwell
Richard H. Rovere
Italo Calvino
William Weaver
Peter Washington
Erica Jong
Erica Jong
Erica Jong
Anthony Burgess
Erica Jong
Erica Jong
Erica Jong
Erica Jong
Jessica Hagedorn
Stephen Kinzer
Gabriel Garcia Marquez
Edith Grossman
Gabriel Garcia Marquez
Thomas Fahy
Milan Kundera
Michael Henry Heim
Joy Kogawa
Orson Scott Card
Orson Scott Card
Barack Obama
Jung Chang
Jon Halliday
Mao Zedong
Peter Hessler
Jung Chang
Peg Kerr
D.H. Lawrence
Robin Norwood
Susan Forward
Joan Torres
Bill Bryson
Bill Bryson
Walt Disney Company
Jonathan Lethem
Kenneth Robeson
Lester Dent
Italo Calvino
Italo Calvino
Italo Calvino
Alice Munro
Alice Munro
Wallace Stegner
Terry Tempest Williams
T.H. Watkins
Albert Marrin
C.B. Mordan
James Clavell
John Red Shea
Mark Wahlberg
Ben Katchor
Haruki Murakami
Ellen Archer
Patrick Lawlor
Haruki Murakami
Philip Gabriel
Jay Rubin
Asne Seierstad
Ingrid Christopherson
Fatemeh Keshavarz
Joseph E. Stiglitz
Curtis Sittenfeld
Jonathan Safran Foer
Salman Rushdie
Richard Maltby
Melvyn Bragg
Salman Rushdie
Salman Rushdie
Salman Rushdie
Saul Bellow
Salman Rushdie
Salman Rushdie
Truman Capote
Denis Johnson
Denis Johnson
Denis Johnson
Denis Johnson
Bret Easton Ellis
Bret Easton Ellis
Bret Easton Ellis
Truman Capote
Truman Capote
Bob Colacello
James C.    Simmons
Marie Rudisill
Truman Capote
Truman Capote
Truman Capote
Rudolph R. Windsor
El Hagahn
Kira Salak
Kurt Vonnegut Jr.
Ian Buruma
Ian McEwan
Ian McEwan
Gertrude the Great
Gertrud Jaron Lewis
Hermann Hesse
Franz Kafka
Haruki Murakami
Ursula Grafe
Kobo Abe
E. Dale Saunders
Kobo Abe
E. Dale Saunders
Kobo Abe
Donald Keene
Kobo Abe
Juliet Winters Carpenter
Paul Auster
Douglas Coupland
Max Frisch
Bernd Matzkowski
Max Frisch
Jean-Paul Sartre
Jean-Paul Sartre
Hazel E. Barnes
Mary Warnock
Richard Eyre
Jean-Paul Sartre
Sten Nadolny
C.D. Payne
Deborah Spungen
Alex Cox
Abbe Wool
James D. Bradley
Ron Powers
Michael R. French
Ron Powers
James D. Bradley
Nick Hornby
Philip Pullman
Antonia Fraser
Alison Weir
J. Keith Cheetham
Tad Williams
Kathryn Lasky
Tad Williams
Jenny Wormald
John Guy
Carolly Erickson
Alison Weir
Robert Hutchinson
Margaret George
William Shakespeare
Stephen Orgel
Margaret George
Margaret Hodges
Trina Schart Hyman
Gene Wilder
Haruki Murakami
Nora Bierich
Arthur Conan Doyle
Kyle Freeman
Arthur Conan Doyle
Kyle Freeman
Sigrid Nunez
Helen Fisher
Mary Jane Maffini
Amy Sedaris
Stephen Colbert
Paul Dinello
David Sedaris
Joe Mantello
Jincy Willett
David Sedaris
Dobrica Eric
Wislawa Szymborska
Stanislaw Baranczak
Clare Cavanagh
Wislawa Szymborska
Wislawa Szymborska
Clare Cavanagh
Wislawa Szymborska
Magnus J. Kruyski
Wislawa Szymborska
Joanna Trzeciak
Czeslaw Milosz
Charlotte Bronte
Michael Mason
M.M. Kaye
M.M. Kaye
M.M. Kaye
M.M. Kaye
M.M. Kaye
M.M. Kaye
M.M. Kaye
Paul Farmer
Amartya Sen
Paul Farmer
Tracy Kidder
Fritjof Capra
Edward T. Haslam
Jim Marrs
Michelle Feynman
Mark S. Smith
Patrick D. Miller
Joan Dayan
Colin Dayan
Ted Steinberg
Huston Smith
Christopher Partridge
Jim  Powell
Larry McMurtry
Amartya Sen
Amartya Sen
Karen Rizzo
Julie Andrews Edwards
Emma Walton Hamilton
Tony Walton
Ruby Randig
Julie Andrews Edwards
Johanna Westerman
Giles Andreae
Guy Parker-Rees
Hugh Laurie
Marina Belozerskaya
David A. Ufer
Kirsten Carlson
Wilson Rawls
Rafe Martin
Borden Deal
Kemp P. Battle
Robert Bethke
Harold Courlander
Maya Angelou
Nicholasa Mohr
Dick Perry
John R. Erickson
Wilson Rawls
Barack Obama
Marc Platt
Andrew    Hunt
Andrew Cartmel
Greg Behrendt
Liz Tuccillo
Michaela Muntean
Pascal Lemaitre
Beth Hensperger
Julie Kaufmann
Martine Agassi
Marieka Heinlen
Sarah Susanka
Kira Obolensky
Rachel Lichtenstein
Iain Sinclair
Fiona McAuslan
Matthew  Norman
Richard Gott
Nancy Osa
Stephen Coonts
Kim Edwards
John Updike
Noel Streatfeild
Noel Streatfeild
Jack Kerouac
Joyce Johnson
Paul Pitchford
Rebecca  Wood
Paul Pitchford
Jonathan Franzen
Eugene Linden
Umberto Eco
Umberto Eco
Margaret  Rose
Heather Rose Jones
Umberto Eco
Geoffrey Brock
Umberto Eco
Girolamo De Michele
Alastair McEwen
Agnolo di Cosimo Bronzino
Umberto Eco
William Weaver
R.C.S. Libri
Umberto Eco
John Radziewicz
William Weaver
Umberto Eco
William Weaver
Umberto Eco
Umberto Eco
Hugh Bredin
Umberto Eco
Umberto Eco
Candida Hofer
Umberto Eco
Sun Tzu
Thomas Cleary
Pulat Otkan
Giray Fidan
Sun Tzu
Gerald A. Michaelson
Sun Tzu
Ralph D. Sawyer
Bill Bryson
Bill Bryson
James Joyce
Declan Kiberd
Pierdomenico Baccalario
Iacopo Bruno
Leah D. Janeczko
Shelley Klein
Charles Dickens
Alexandre Dumas
Barbara T. Cooper
Alexandre Dumas
Michael Page
Malvina G. Vogel
Alexandre Dumas
Alexandre Dumas
Keith Wren
Stephen King
King Arthur Flour
Frank Portman
George R.R. Martin
Stephen King
Stephen King
Ron McLarty
Stephen King
Stephen King
ZBS Foundation
Stephen King
Stephen King
Bettina Blanch Tyroller
Stephen King
John  Glover
Stephen King
Ana Juan
John Cullum
Becky Ann Baker
inigo Jauregui
Peter Gerety
Arliss Howard
Stephen King
Campbell Scott
George Beahm
Brian James Freeman
Bev Vincent
Glenn Chadbourne
Stephen King
John  Glover
Stephen King
Richard Bachman
Stephen King
George Beahm
Stephen King
Peter Straub
Stanley Wiater
Christopher Golden
Hank Wagner
Stephen King
Stephen King
Richard Bachman
Stephen King
Stephen King
Maria Mir
Stephen King
Stephen King
Stephen King
Marie Milpois
Sam Walton
John Huey
Roger Penrose
Barry Schwartz
Michael   Lewis
Michael   Lewis
Michael   Lewis
Robert D. Kaplan
Andreas J. Kostenberger
Peter T. O'Brien
Robert D. Kaplan
Roger Lowenstein
Roger Lowenstein
Francine Pascal
Molly Mia Stewart
Ying-Hwa Hu
Kate McMullan
Janet Allison Brown
R.W. Alley
Simon Schama
Erik Larson
Elizabeth Kostova
Rudyard Kipling
Jeffrey Meyers
Louis de Bernieres
Joseph Heller
Joseph Heller
Joseph Heller
Joseph Heller
Joseph Heller
George Gladir
John L. Goldwater
Steve Geppi
Michael I. Silberkleit
Walker Percy
Gregory Maguire
Douglas Smith
Gregory Maguire
Claudia Conde
Christopher M. Andrew
Vasili Mitrokhin
James Lee Burke
John Terra
Stephen Clarke
Genevieve
Michael    Heath
Genevieve
Michael    Heath
Fannie Flagg
Cassandra Campbell
Ernest Hemingway
Edward Shenton
Ernest Hemingway
Michael S. Reynolds
Leonardo Padura
John King
Ernest Hemingway
William M. White
Bernice Kert
Jeffrey Meyers
Amanda Hemingway
Ernest Hemingway
John Slattery
Ernest Hemingway
Wallace Stegner
Wallace Stegner
Bernard DeVoto
Wallace Stegner
Lynn Stegner
Wallace Stegner
Wallace Stegner
T.H. Watkins
Jackson J. Benson
E.B. White
Dorothy Lobrano Guth
Martha White
John Updike
E.B. White
Roger Angell
Barbara Cohen
Judith Stonehill
E.B. White
Garth Williams
E.B. White
Garth Williams
Jon Lee Anderson
Jose Hernandez
Leena Nivala
Caroline Preston
Allan C. Weisbecker
Solomon Jones
Steve Martin
Steve Martin
Hunter S. Thompson
Hunter S. Thompson
Anita Thompson
Hunter S. Thompson
Douglas Brinkley
Walter Isaacson
Walter Isaacson
Evan Thomas
Walter Isaacson
Anne Lamott
Cecelia Ahern
Cecelia Ahern
Patricia Scanlan
Gemma O'Connor
Sarah Webb
Maeve Binchy
Marian Keyes
Morag Prunty
Cathy Kelly
Colette Caddle
Marita Conlon-McKenna
Martina Devlin
Clare Dowling
Catherine Foley
Aine Greaney
Suzanne Higgins
Rosaleen Linehan
Joan O'Neill
Julie Parsons
Deirdre Purcell
Martina Reilly
Mary Ryan
Annie Sparrow
Una Brankin
Cecelia Ahern
Jerry Ahern
Chris Gardner
Jodi Picoult
Jodi Picoult
Jodi Picoult
Jodi Picoult
Jodi Picoult
Jodi Picoult
Jodi Picoult
Jodi Picoult
Charles Frazier
Hanshan
Red Pine
John Blofeld
Mitch Albom
Susan    Lewis
Billy Crystal
Elizabeth Sayles
Billy Crystal
Dick Schaap
Phillip Margolin
Diana Gabaldon
Diana Gabaldon
Timothy Truman
Rick Leonardi
Tom Raney
Al Rio
Diana Gabaldon
Janos Farkas
James Axler
Diana Gabaldon
Matt Keefe
James Axler
James Axler
James Axler
William Faulkner
E.L. Doctorow
William Faulkner
Noel Polk
Joseph Blotner
William Faulkner
William Faulkner
Noel Polk
Joseph Blotner
William Faulkner
William Faulkner
William Faulkner
Diana Gabaldon
Diana Gabaldon
Diana Gabaldon
Diana Gabaldon
Diana Gabaldon
Katherine Neville
Louise Bates Ames
Frances L. Ilg
Carol C. Haber
Betty David
Henepola Gunaratana
Eliot Asinof
Stephen Jay Gould
Janet Evanovich
Jean M. Auel
Leonor Tejada Conde-Pelayo
James Joyce
Harry Levin
James Joyce
Jeri Johnson
Thien Luong
James Joyce
Charlotte Bronte
Stevie Davies
Charlotte Bronte
Richard J. Dunn
Jane E. Gerver
Bill Dodge
Charlotte Bronte
Arturo Perez-Reverte
Margaret Sayers Peden
Charles Dickens
John Bowen
Hablot Knight Browne
Arturo Perez-Reverte
Arturo Perez-Reverte
Margaret Jull Costa
Arturo Perez-Reverte
Sonia Soto
Anais Nin
Anais Nin
Gunther Stuhlmann
Anais Nin
Anais Nin
Val Telberg
Anais Nin
Gunther Stuhlmann
Wallace Stegner
Bart King
Chris Sabatino
Clint Willis
Jason Hook
Roald Dahl
Quentin Blake
Roald Dahl
Carmelina Paya
Antonio Samons
Roald Dahl
J. Maarten Troost
Jim Trelease
David K. Shipler
Christie Ridgway
Peter J. D'Adamo
Catherine Whitney
Jonathan Swift
Isaac Asimov
Jonathan Swift
Robert A. Greenberg
C.S. Lewis
Kenneth Branagh
C.S. Lewis
Pauline Baynes
C.S. Lewis
Kathleen Norris
C.S. Lewis
C.S. Lewis
C.S. Lewis
Shifra Horn
Dalya Bilu
Pansy
Isabella MacDonald Alden
Elie Wiesel
Robert McAfee Brown
Matthew Fox
Edward J. Larson
Brian Troxell
Elie Wiesel
Frances Frenaye
Elie Wiesel
Stephen Becker
Elie Wiesel
Anne Borchardt
Elie Wiesel
Margo Maine
Craig  Johnson
Margo Maine
Craig L. Johnson
Connie Mason
Dan B. Allender
Julia Alvarez
Julia Alvarez
Bruce Edward Walker
Ken Kesey
CliffsNotes
Ken Kesey
Ken Kesey
Iris Murdoch
Mary Kinzie
Iris Murdoch
George Steiner
Peter J. Conradi
Iris Murdoch
Peter Reed
Iris Murdoch
Iris Murdoch
Susan Howatch
Susan Howatch
Susan Howatch
Susan Howatch
Iris Murdoch
Susan Howatch
Susan Howatch
Susan Howatch
Dan Simmons
Dan Simmons
Dan Simmons
Dan Simmons
Dan Simmons
Dan Simmons
Dan Simmons
Mary McCarthy
Jay Rubin
Haruki Murakami
Jay Rubin
Haruki Murakami
Alfred Birnbaum
Dr. Seuss
Susan Cooper
Susan Cooper
Omar Rayyan
Susan Cooper
Raymond Chandler
Raymond Chandler
Pablo Neruda
Donald Devenish Walsh
Mercer Mayer
Iris Murdoch
Toni Morrison
Toni Morrison
A.S. Byatt
Toni Morrison
Toni Morrison
Pablo Neruda
Stephen Tapscott
Toni Morrison
Toni Morrison
Toni Morrison
Toni Morrison
Toni Morrison
Toni Morrison
Toni Morrison
Toni Morrison
Scott Leonard
Megan McMorris
Barbara W. Tuchman
Robert K. Massie
Sinclair Lewis
Michael R.  Meyer
Sinclair Lewis
Sinclair Lewis
Brooke Allen
Sinclair Lewis
Sinclair Lewis
Richard R. Lingeman
Sinclair Lewis
Arthur Golden
Arthur Edward Waite
Sinclair Lewis
E.L. Doctorow
Ray Bradbury
Charles R. Swindoll
Jan Frank
John Eldredge
Stasi Eldredge
Karen Kingsbury
Karen Kingsbury
Karen Kingsbury
Karen Kingsbury
Karen Kingsbury
Gary Smalley
Karen Kingsbury
Karen Kingsbury
Gary Smalley
Karen Kingsbury
Gary Smalley
Karen Kingsbury
Karen Kingsbury
Gary Smalley
Raymond Carver
Raymond Carver
Raymond Carver
Robert Altman
Raymond Carver
Tobias Wolff
Luann Walther
Tobias Wolff
Tobias Wolff
Tobias Wolff
Philip Gourevitch
The Paris Review
Philip Gourevitch
Rebecca West
Elizabeth Bishop
Robert  Stone
Robert Gottlieb
Richard Price
Billy Wilder
Jack Gilbert
Joan Didion
Dorothy Parker
Truman Capote
Ernest Hemingway
T.S. Eliot
Saul Bellow
Jorge Luis Borges
Kurt Vonnegut Jr.
James M. Cain
Paul Hendrickson
Paul Hendrickson
Paul Hendrickson
Marion Post Wolcott
Alice Walker
Melody Carlson
Saul Bellow
Chaim Potok
Chaim Potok
Chaim Potok
Chaim Potok
Dan Simmons
Dan Simmons
Dan Simmons
Jean-Daniel Breque
Dan Simmons
Guy Abadia
Dan Simmons
Dan Simmons
Patricia Schultz
Dan Simmons
Robert R. McCammon
Robert R. McCammon
Robert R. McCammon
Robert R. McCammon
Robert R. McCammon
Robert R. McCammon
Robert R. McCammon
Robert R. McCammon
Robert R. McCammon
Stephen King
Stephen King
Glenn Chadbourne
Stephen King
Stephen King
William Olivier Desmond
Maria Teresa Marenco
Stephen King
Stephen King
Robin Waterfield
Stephen King
Bernie Wrightson
Michele Wrightson
Stephen King
Stephen King
Stephen King
Veronica Canales
Stephen King
Lois H. Gresh
Robert E. Weinberg
Stephen King
Stephen King
Josh Hamilton
Stephen King
Richard Bachman
Stephen King
Gregorio Vlastelica
Eduardo Goligorsky
Raynold Gideon
Stephen King
Eduardo Goligorsky
Judith Farr
Louise Carter
Richard B. Sewall
Emily Dickinson
R.W. Franklin
Emily Dickinson
Sylvia Plath
Karen V. Kukil
Sylvia Plath
Frieda Hughes
Sylvia Plath
Paul Alexander
Sylvia Plath
Ted Hughes
Frances McCullough
Ronald Hayman
Keri Hulme
Philip Roth
Philip Roth
Philip Roth
Philip Roth
Philip Roth
John Updike
John Updike
John Updike
John Updike
James Plath
John Updike
Jacquelyn Reinach
Richard Hefter
Oscar Hijuelos
Oscar Hijuelos
Oscar Hijuelos
Oscar Hijuelos
Edward P. Jones
John Cheever
Pelle Fritz-Crone
Orhan Pamuk
Orhan Pamuk
Maureen Freely
Orhan Pamuk
Victoria Rowe Holbrook
Orhan Pamuk
Rafael Carpintero
Ian Jack
Orhan Pamuk
Rafael Carpintero
Octavio Paz
Eliot Weinberger
Elizabeth Bishop
Octavio Paz
Lysander Kemp
Yara Milos
Octavio Paz
Margaret Sayers Peden
Octavio Paz
Eliot Weinberger
Charles Tomlinson
William Carlos Williams
Monique Fong Wust
G. Aroul
Elizabeth Bishop
Paul Blackburn
Lysander Kemp
Denise Levertov
Muriel Rukeyser
Mark Strand
Octavio Paz
Helen Lane
Anthony Minghella
Michael Ondaatje
A.S. Byatt
Penelope Fitzgerald
Penelope Fitzgerald
Frank Kermode
Philip Roth
Marilynne Robinson
Edward P. Jones
Edward P. Jones
Don DeLillo
Don DeLillo
Don DeLillo
Don DeLillo
John Irving
John Irving
John Irving
Hans Hermann
John Irving
Iris Menendez
Joyce Carol Oates
Joyce Carol Oates
Elaine Showalter
Joyce Carol Oates
Joyce Carol Oates
Elaine Showalter
Joyce Carol Oates
Joyce Carol Oates
Joyce Carol Oates
Philip Roth
Carol Shields
Elisabeth Jean Wood
Sid Fleischman
Peter Sis
Cynthia Voigt
Mary B. Collins
Andrew P. Trout
Lou Priolo
William Styron
William Styron
William Styron
Robert L. Geneve
John Cheever
John Cheever
Rick Moody
Bebe Moore Campbell
Anne Rice
Saul Bellow
Saul Bellow
Christopher Hitchens
Saul Bellow
Stanley Crouch
Saul Bellow
James  Wood
Kelley Armstrong
Kelley Armstrong
Kelley Armstrong
Kelley Armstrong
Kelley Armstrong
Kelley Armstrong
Kelley Armstrong
Marguerite Duras
Peter S. Beagle
Peter S. Beagle
Peter S. Beagle
Peter S. Beagle
Don Webb
Marguerite Duras
Jack Williamson
Jack Williamson
Jean-Paul Sartre
Albert Camus
Stuart Gilbert
Justin O'Brien
David Bellos
Albert Camus
Anthony Bower
Herbert Read
Albert Camus
Justin O'Brien
Albert Camus
Jacqueline Levi-Valensi
Arthur Goldhammer
David Carroll
Albert Camus
Justin O'Brien
Jacqueline Harpman
Ros Schwartz
Robert Polito
Jim Thompson
Patricia Highsmith
Charles Willeford
David Goodis
Chester Himes
J.D. Salinger
Iain M. Banks
Iain M. Banks
Iain M. Banks
Iain M. Banks
Iain M. Banks
Irene Bonhorst
Alan MacGillivray
Iain Banks
Herman Melville
Robert Faggen
Hershel Parker
Herman Melville
Tony Tanner
John Dugdale
Patricia Hall
Iris Murdoch
Paul Bowles
Paul Bowles
Daniel Halpern
Paul Bowles
Francine Prose
Paul Bowles
Paul Bowles
Daniel Halpern
Paul Bowles
Paul Bowles
Ann Major
Iris Murdoch
Paul Coughlin
Laura Schlessinger
Terry Pratchett
Neil Gaiman
Terry Pratchett
Neil Gaiman
Ludwig Wittgenstein
G.E.M. Anscombe
David Edmonds
John Eidinow
Ludwig Wittgenstein
David Pears
Brian McGuinness
Bertrand Russell
Ludwig Wittgenstein
G.E.M. Anscombe
Ludwig Wittgenstein
G.E.M. Anscombe
George Henrik von Wright
Saul A. Kripke
Ray Monk
Allan Janik
Stephen Toulmin
Ludwig Wittgenstein
Rush Rhees
Eugene O'Neill
Harold Bloom
